UF,Município,Situação
MG,SAO SEBASTIAO DO RIO VERDE,Não Cadastrado
TO,SAO SEBASTIAO DO TOCANTINS,Aprovado
AM,SAO SEBASTIAO DO UATUMA,Não Cadastrado
PB,SAO SEBASTIAO DO UMBUZEIRO,Aprovado
RS,SAO SEPE,Aprovado
SP,SAO SIMAO,Aprovado
GO,SAO SIMAO,Não Cadastrado
MG,SAO THOME DAS LETRAS,Aprovado
MG,SAO TIAGO,Aprovado
MG,SAO TOMAS DE AQUINO,Aprovado
PR,SAO TOME,Aprovado
RN,SAO TOME,Aprovado
RS,SAO VALENTIM,Não Cadastrado
RS,SAO VALENTIM DO SUL,Não Cadastrado
TO,SAO VALERIO DA NATIVIDADE,Aprovado
RS,SAO VALERIO DO SUL,Aprovado
RS,SAO VENDELINO,Aprovado
SP,SAO VICENTE,Aprovado
RN,SAO VICENTE,Aprovado
MG,SAO VICENTE DE MINAS,Aprovado
RS,SAO VICENTE DO SUL,Aprovado
PE,SAO VICENTE FERRER,Aprovado
MA,SAO VICENTE FERRER,Aprovado
PB,SAPE,Aprovado
BA,SAPEACU,Aprovado
MT,SAPEZAL,Aprovado
RS,SAPIRANGA,Aprovado
PR,SAPOPEMA,Em Cadastro
MG,SAPUCAI-MIRIM,Aprovado
RJ,SAPUCAIA,Aprovado
PA,SAPUCAIA,Aprovado
RS,SAPUCAIA DO SUL,Aprovado
RJ,SAQUAREMA,Aprovado
RS,SARANDI,Aprovado
PR,SARANDI,Aprovado
SP,SARAPUI,Em Complementação
MG,SARDOA,Não Cadastrado
SP,SARUTAIA,Aprovado
MG,SARZEDO,Aprovado
BA,SATIRO DIAS,Aprovado
AL,SATUBA,Aprovado
MA,SATUBINHA,Não Cadastrado
BA,SAUBARA,Aprovado
PR,SAUDADE DO IGUACU,Aprovado
SC,SAUDADES,Aprovado
BA,SAUDE,Não Cadastrado
SC,SCHROEDER,Aprovado
BA,SEABRA,Aprovado
SC,SEARA,Aprovado
SP,SEBASTIANOPOLIS DO SUL,Aprovado
PI,SEBASTIAO BARROS,Aprovado
BA,SEBASTIAO LARANJEIRAS,Não Cadastrado
PI,SEBASTIAO LEAL,Não Cadastrado
RS,SEBERI,Aprovado
RS,SEDE NOVA,Em Análise
RS,SEGREDO,Aprovado
RS,SELBACH,Aprovado
MS,SELVIRIA,Não Cadastrado
MG,SEM-PEIXE,Aprovado
AC,SENA MADUREIRA,Aprovado
MA,SENADOR ALEXANDRE COSTA,Aprovado
MG,SENADOR AMARAL,Não Cadastrado
GO,SENADOR CANEDO,Aprovado
MG,SENADOR CORTES,Aprovado
RN,SENADOR ELOI DE SOUZA,Aprovado
MG,SENADOR FIRMINO,Não Cadastrado
RN,SENADOR GEORGINO AVELINO,Não Cadastrado
AC,SENADOR GUIOMARD,Aprovado
MG,SENADOR JOSE BENTO,Não Cadastrado
PA,SENADOR JOSE PORFIRIO,Aprovado
MA,SENADOR LA ROCQUE,Não Cadastrado
MG,SENADOR MODESTINO GONCALVES,Não Cadastrado
CE,SENADOR POMPEU,Aprovado
AL,SENADOR RUI PALMEIRA,Aprovado
CE,SENADOR SA,Aprovado
RS,SENADOR SALGADO FILHO,Aprovado
PR,SENGES,Não Cadastrado
BA,SENHOR DO BONFIM,Aprovado
MG,SENHORA DE OLIVEIRA,Aprovado
MG,SENHORA DO PORTO,Aprovado
MG,SENHORA DOS REMEDIOS,Aprovado
RS,SENTINELA DO SUL,Aprovado
BA,SENTO SE,Aprovado
RS,SERAFINA CORREA,Aprovado
MG,SERICITA,Em Cadastro
PB,SERIDO,Aprovado
RO,SERINGUEIRAS,Não Cadastrado
RS,SERIO,Não Cadastrado
MG,SERITINGA,Não Cadastrado
RJ,SEROPEDICA,Aprovado
ES,SERRA,Aprovado
SC,SERRA ALTA,Não Cadastrado
SP,SERRA AZUL,Aprovado
MG,SERRA AZUL DE MINAS,Aprovado
PB,SERRA BRANCA,Aprovado
RN,SERRA CAIADA (EX-PRESIDENTE JUSCELINO),Aprovado
PB,SERRA DA RAIZ,Aprovado
MG,SERRA DA SAUDADE,Aprovado
RN,SERRA DE SAO BENTO,Aprovado
RN,SERRA DO MEL,Aprovado
AP,SERRA DO NAVIO,Aprovado
BA,SERRA DO RAMALHO,Aprovado
MG,SERRA DO SALITRE,Aprovado
MG,SERRA DOS AIMORES,Aprovado
BA,SERRA DOURADA,Não Cadastrado
PB,SERRA GRANDE,Aprovado
SP,SERRA NEGRA,Aprovado
RN,SERRA NEGRA DO NORTE,Aprovado
MT,SERRA NOVA DOURADA,Não Cadastrado
BA,SERRA PRETA,Aprovado
PB,SERRA REDONDA,Aprovado
PE,SERRA TALHADA,Aprovado
SP,SERRANA,Aprovado
MG,SERRANIA,Aprovado
MA,SERRANO DO MARANHAO,Em Cadastro
GO,SERRANOPOLIS,Aprovado
MG,SERRANOPOLIS DE MINAS,Não Cadastrado
PR,SERRANOPOLIS DO IGUACU,Aprovado
MG,SERRANOS,Aprovado
PB,SERRARIA,Aprovado
BA,SERRINHA,Aprovado
RN,SERRINHA,Não Cadastrado
RN,SERRINHA DOS PINTOS,Aprovado
PE,SERRITA,Não Cadastrado
MG,SERRO,Aprovado
BA,SERROLANDIA,Aprovado
PR,SERTANEJA,Não Cadastrado
PE,SERTANIA,Aprovado
PR,SERTANOPOLIS,Não Cadastrado
RS,SERTAO,Aprovado
RS,SERTAO SANTANA,Não Cadastrado
SP,SERTAOZINHO,Aprovado
PB,SERTAOZINHO,Aprovado
SP,SETE BARRAS,Aprovado
RS,SETE DE SETEMBRO,Não Cadastrado
MG,SETE LAGOAS,Aprovado
MS,SETE QUEDAS,Não Cadastrado
MG,SETUBINHA,Aprovado
RS,SEVERIANO DE ALMEIDA,Não Cadastrado
RN,SEVERIANO MELO,Aprovado
SP,SEVERINIA,Aprovado
SC,SIDEROPOLIS,Aprovado
MS,SIDROLANDIA,Aprovado
PI,SIGEFREDO PACHECO,Aprovado
RJ,SILVA JARDIM,Aprovado
GO,SILVANIA,Aprovado
TO,SILVANOPOLIS,Aprovado
RS,SILVEIRA MARTINS,Aprovado
MG,SILVEIRANIA,Aprovado
SP,SILVEIRAS,Não Cadastrado
AM,SILVES,Não Cadastrado
MG,SILVIANOPOLIS,Aprovado
SE,SIMAO DIAS,Aprovado
MG,SIMAO PEREIRA,Não Cadastrado
PI,SIMOES,Aprovado
BA,SIMOES FILHO,Aprovado
GO,SIMOLANDIA,Aprovado
MG,SIMONESIA,Em Cadastro
PI,SIMPLICIO MENDES,Aprovado
RS,SINIMBU,Aprovado
MT,SINOP,Aprovado
PR,SIQUEIRA CAMPOS,Aprovado
PE,SIRINHAEM,Aprovado
SE,SIRIRI,Aprovado
GO,SITIO D'ABADIA,Não Cadastrado
BA,SITIO DO MATO,Aprovado
BA,SITIO DO QUINTO,Aprovado
RN,SITIO NOVO,Aprovado
MA,SITIO NOVO,Aprovado
TO,SITIO NOVO DO TOCANTINS,Aprovado
RS,SOBRADINHO,Aprovado
BA,SOBRADINHO,Aprovado
PB,SOBRADO,Aprovado
CE,SOBRAL,Aprovado
MG,SOBRALIA,Em Análise
SP,SOCORRO,Aprovado
PI,SOCORRO DO PIAUI,Aprovado
PB,SOLANEA,Aprovado
RS,SOLEDADE,Aprovado
PB,SOLEDADE,Aprovado
MG,SOLEDADE DE MINAS,Não Cadastrado
PE,SOLIDAO,Aprovado
CE,SOLONOPOLE,Aprovado
SC,SOMBRIO,Aprovado
MS,SONORA,Aprovado
ES,SOORETAMA,Não Cadastrado
SP,SOROCABA,Aprovado
MT,SORRISO,Aprovado
PB,SOSSEGO,Aprovado
PA,SOURE,Aprovado
PB,SOUSA,Aprovado
BA,SOUTO SOARES,Aprovado
TO,SUCUPIRA,Não Cadastrado
MA,SUCUPIRA DO NORTE,Aprovado
MA,SUCUPIRA DO RIACHAO,Aprovado
SP,SUD MENNUCCI,Não Cadastrado
SC,SUL BRASIL,Não Cadastrado
PR,SULINA,Em Cadastro
SP,SUMARE,Aprovado
PB,SUME,Aprovado
RJ,SUMIDOURO,Não Cadastrado
PE,SURUBIM,Aprovado
PI,SUSSUAPARA,Não Cadastrado
SP,SUZANAPOLIS,Aprovado
SP,SUZANO,Aprovado
RS,TABAI,Aprovado
MT,TABAPORA,Aprovado
SP,TABAPUA,Aprovado
SP,TABATINGA,Aprovado
AM,TABATINGA,Aprovado
PE,TABIRA,Aprovado
SP,TABOAO DA SERRA,Aprovado
BA,TABOCAS DO BREJO VELHO,Não Cadastrado
RN,TABOLEIRO GRANDE,Aprovado
MG,TABULEIRO,Aprovado
CE,TABULEIRO DO NORTE,Aprovado
PE,TACAIMBO,Aprovado
PE,TACARATU,Aprovado
SP,TACIBA,Não Cadastrado
PB,TACIMA,Aprovado
MS,TACURU,Aprovado
SP,TAGUAI,Aprovado
TO,TAGUATINGA,Aprovado
SP,TAIACU,Não Cadastrado
PA,TAILANDIA,Aprovado
SC,TAIO,Aprovado
MG,TAIOBEIRAS,Aprovado
TO,TAIPAS DO TOCANTINS,Não Cadastrado
RN,TAIPU,Em Cadastro
SP,TAIUVA,Não Cadastrado
TO,TALISMA,Aprovado
PE,TAMANDARE,Aprovado
PR,TAMARANA,Não Cadastrado
SP,TAMBAU,Aprovado
PR,TAMBOARA,Em Análise
CE,TAMBORIL,Aprovado
PI,TAMBORIL DO PIAUI,Não Cadastrado
SP,TANABI,Aprovado
SC,TANGARA,Aprovado
RN,TANGARA,Aprovado
MT,TANGARA DA SERRA,Aprovado
RJ,TANGUA,Aprovado
BA,TANHACU,Aprovado
AL,TANQUE D'ARCA,Aprovado
PI,TANQUE DO PIAUI,Aprovado
BA,TANQUE NOVO,Aprovado
BA,TANQUINHO,Aprovado
MG,TAPARUBA,Aprovado
AM,TAPAUA,Rejeitado
RS,TAPEJARA,Aprovado
PR,TAPEJARA,Aprovado
RS,TAPERA,Aprovado
BA,TAPEROA,Aprovado
PB,TAPEROA,Aprovado
RS,TAPES,Aprovado
PR,TAPIRA,Aprovado
MG,TAPIRA,Aprovado
MG,TAPIRAI,Não Cadastrado
SP,TAPIRAI,Não Cadastrado
BA,TAPIRAMUTA,Aprovado
SP,TAPIRATIBA,Aprovado
MT,TAPURAH,Aprovado
RS,TAQUARA,Aprovado
MG,TAQUARACU DE MINAS,Em Complementação
SP,TAQUARAL,Aprovado
GO,TAQUARAL DE GOIAS,Não Cadastrado
AL,TAQUARANA,Aprovado
RS,TAQUARI,Aprovado
SP,TAQUARITINGA,Aprovado
PE,TAQUARITINGA DO NORTE,Aprovado
SP,TAQUARITUBA,Aprovado
SP,TAQUARIVAI,Aprovado
RS,TAQUARUCU DO SUL,Aprovado
MS,TAQUARUSSU,Não Cadastrado
SP,TARABAI,Não Cadastrado
AC,TARAUACA,Aprovado
CE,TARRAFAS,Aprovado
AP,TARTARUGALZINHO,Aprovado
SP,TARUMA,Não Cadastrado
MG,TARUMIRIM,Aprovado
MA,TASSO FRAGOSO,Não Cadastrado
SP,TATUI,Aprovado
CE,TAUA,Aprovado
SP,TAUBATE,Aprovado
RS,TAVARES,Aprovado
PB,TAVARES,Aprovado
AM,TEFE,Em Análise
PB,TEIXEIRA,Aprovado
BA,TEIXEIRA DE FREITAS,Aprovado
PR,TEIXEIRA SOARES,Aprovado
MG,TEIXEIRAS,Não Cadastrado
RO,TEIXEIROPOLIS,Não Cadastrado
CE,TEJUCUOCA,Aprovado
SP,TEJUPA,Não Cadastrado
PR,TELEMACO BORBA,Aprovado
SE,TELHA,Aprovado
RN,TENENTE ANANIAS,Aprovado
RN,TENENTE LAURENTINO CRUZ,Aprovado
RS,TENENTE PORTELA,Aprovado
PB,TENORIO,Aprovado
BA,TEODORO SAMPAIO,Aprovado
SP,TEODORO SAMPAIO,Em Análise
BA,TEOFILANDIA,Aprovado
MG,TEOFILO OTONI,Aprovado
BA,TEOLANDIA,Não Cadastrado
AL,TEOTONIO VILELA,Aprovado
MS,TERENOS,Aprovado
PI,TERESINA,Aprovado
GO,TERESINA DE GOIAS,Aprovado
RJ,TERESOPOLIS,Aprovado
PE,TEREZINHA,Aprovado
GO,TEREZOPOLIS DE GOIAS,Não Cadastrado
PA,TERRA ALTA,Aprovado
PR,TERRA BOA,Em Cadastro
RS,TERRA DE AREIA,Aprovado
BA,TERRA NOVA,Aprovado
PE,TERRA NOVA,Aprovado
MT,TERRA NOVA DO NORTE,Aprovado
PR,TERRA RICA,Aprovado
PR,TERRA ROXA,Não Cadastrado
SP,TERRA ROXA,Não Cadastrado
PA,TERRA SANTA,Não Cadastrado
MT,TESOURO,Não Cadastrado
RS,TEUTONIA,Aprovado
RO,THEOBROMA,Não Cadastrado
CE,TIANGUA,Aprovado
PR,TIBAGI,Aprovado
RN,TIBAU,Aprovado
RN,TIBAU DO SUL,Aprovado
SP,TIETE,Aprovado
SC,TIGRINHOS,Não Cadastrado
SC,TIJUCAS,Aprovado
PR,TIJUCAS DO SUL,Aprovado
PE,TIMBAUBA,Aprovado
RN,TIMBAUBA DOS BATISTAS,Aprovado
SC,TIMBE DO SUL,Não Cadastrado
MA,TIMBIRAS,Não Cadastrado
SC,TIMBO,Aprovado
SC,TIMBO GRANDE,Não Cadastrado
SP,TIMBURI,Não Cadastrado
MA,TIMON,Aprovado
MG,TIMOTEO,Aprovado
RS,TIO HUGO,Aprovado
MG,TIRADENTES,Aprovado
RS,TIRADENTES DO SUL,Em Cadastro
MG,TIROS,Não Cadastrado
SE,TOBIAS BARRETO,Aprovado
TO,TOCANTINIA,Aprovado
TO,TOCANTINOPOLIS,Aprovado
MG,TOCANTINS,Não Cadastrado
MG,TOCOS DO MOJI,Não Cadastrado
MG,TOLEDO,Não Cadastrado
PR,TOLEDO,Aprovado
SE,TOMAR DO GERU,Aprovado
PR,TOMAZINA,Aprovado
MG,TOMBOS,Aprovado
PA,TOME-ACU,Aprovado
AM,TONANTINS,Não Cadastrado
PE,TORITAMA,Aprovado
MT,TORIXOREU,Não Cadastrado
RS,TOROPI,Aprovado
SP,TORRE DE PEDRA,Não Cadastrado
RS,TORRES,Aprovado
SP,TORRINHA,Aprovado
RN,TOUROS,Aprovado
SP,TRABIJU,Aprovado
PA,TRACUATEUA,Aprovado
PE,TRACUNHAEM,Aprovado
AL,TRAIPU,Aprovado
PA,TRAIRAO,Aprovado
CE,TRAIRI,Aprovado
RJ,TRAJANO DE MORAIS,Aprovado
RS,TRAMANDAI,Aprovado
RS,TRAVESSEIRO,Aprovado
BA,TREMEDAL,Não Cadastrado
SP,TREMEMBE,Aprovado
RS,TRES ARROIOS,Aprovado
SC,TRES BARRAS,Aprovado
PR,TRES BARRAS DO PARANA,Aprovado
RS,TRES CACHOEIRAS,Aprovado
MG,TRES CORACOES,Aprovado
RS,TRES COROAS,Aprovado
RS,TRES DE MAIO,Aprovado
RS,TRES FORQUILHAS,Aprovado
SP,TRES FRONTEIRAS,Aprovado
MS,TRES LAGOAS,Aprovado
MG,TRES MARIAS,Aprovado
RS,TRES PALMEIRAS,Aprovado
RS,TRES PASSOS,Aprovado
MG,TRES PONTAS,Aprovado
GO,TRES RANCHOS,Aprovado
RJ,TRES RIOS,Aprovado
SC,TREVISO,Aprovado
SC,TREZE DE MAIO,Não Cadastrado
SC,TREZE TILIAS,Aprovado
PE,TRINDADE,Aprovado
GO,TRINDADE,Aprovado
RS,TRINDADE DO SUL,Aprovado
RS,TRIUNFO,Aprovado
PE,TRIUNFO,Aprovado
PB,TRIUNFO,Aprovado
RN,TRIUNFO POTIGUAR,Aprovado
MA,TRIZIDELA DO VALE,Aprovado
GO,TROMBAS,Não Cadastrado
SC,TROMBUDO CENTRAL,Aprovado
SC,TUBARAO,Aprovado
BA,TUCANO,Aprovado
PA,TUCUMA,Aprovado
RS,TUCUNDUVA,Aprovado
PA,TUCURUI,Aprovado
MA,TUFILANDIA,Não Cadastrado
SP,TUIUTI,Aprovado
MG,TUMIRITINGA,Aprovado
SC,TUNAPOLIS,Aprovado
RS,TUNAS,Não Cadastrado
PR,TUNAS DO PARANA,Não Cadastrado
PR,TUNEIRAS DO OESTE,Aprovado
MA,TUNTUM,Aprovado
SP,TUPA,Aprovado
MG,TUPACIGUARA,Aprovado
PE,TUPANATINGA,Aprovado
RS,TUPANCI DO SUL,Aprovado
RS,TUPANCIRETA,Aprovado
RS,TUPANDI,Aprovado
RS,TUPARENDI,Aprovado
PE,TUPARETAMA,Aprovado
PR,TUPASSI,Aprovado
SP,TUPI PAULISTA,Aprovado
TO,TUPIRAMA,Aprovado
TO,TUPIRATINS,Não Cadastrado
MA,TURIACU,Não Cadastrado
MA,TURILANDIA,Não Cadastrado
SP,TURIUBA,Aprovado
MG,TURMALINA,Aprovado
SP,TURMALINA,Não Cadastrado
RS,TURUCU,Não Cadastrado
CE,TURURU,Aprovado
GO,TURVANIA,Não Cadastrado
GO,TURVELANDIA,Aprovado
SC,TURVO,Aprovado
PR,TURVO,Aprovado
MG,TURVOLANDIA,Aprovado
MA,TUTOIA,Aprovado
AM,UARINI,Não Cadastrado
BA,UAUA,Aprovado
MG,UBA,Aprovado
MG,UBAI,Aprovado
BA,UBAIRA,Aprovado
BA,UBAITABA,Aprovado
CE,UBAJARA,Aprovado
MG,UBAPORANGA,Aprovado
SP,UBARANA,Aprovado
BA,UBATA,Aprovado
SP,UBATUBA,Aprovado
MG,UBERABA,Aprovado
MG,UBERLANDIA,Aprovado
SP,UBIRAJARA,Aprovado
PR,UBIRATA,Aprovado
RS,UBIRETAMA,Aprovado
SP,UCHOA,Não Cadastrado
BA,UIBAI,Aprovado
RR,UIRAMUTA,Aprovado
GO,UIRAPURU,Não Cadastrado
PB,UIRAUNA,Aprovado
PA,ULIANOPOLIS,Aprovado
CE,UMARI,Aprovado
RN,UMARIZAL,Aprovado
SE,UMBAUBA,Aprovado
BA,UMBURANAS,Não Cadastrado
MG,UMBURATIBA,Aprovado
PB,UMBUZEIRO,Aprovado
CE,UMIRIM,Aprovado
PR,UMUARAMA,Aprovado
BA,UNA,Aprovado
MG,UNAI,Aprovado
PI,UNIAO,Aprovado
RS,UNIAO DA SERRA,Não Cadastrado
PR,UNIAO DA VITORIA,Aprovado
MG,UNIAO DE MINAS,Não Cadastrado
SC,UNIAO DO OESTE,Não Cadastrado
MT,UNIAO DO SUL,Não Cadastrado
AL,UNIAO DOS PALMARES,Aprovado
SP,UNIAO PAULISTA,Não Cadastrado
PR,UNIFLOR,Não Cadastrado
RS,UNISTALDA,Não Cadastrado
RN,UPANEMA,Aprovado
PR,URAI,Não Cadastrado
BA,URANDI,Aprovado
SP,URANIA,Aprovado
MA,URBANO SANTOS,Aprovado
SP,URU,Aprovado
GO,URUACU,Aprovado
GO,URUANA,Não Cadastrado
MG,URUANA DE MINAS,Aprovado
PA,URUARA,Aprovado
SC,URUBICI,Aprovado
CE,URUBURETAMA,Aprovado
MG,URUCANIA,Não Cadastrado
AM,URUCARA,Não Cadastrado
BA,URUCUCA,Aprovado
PI,URUCUI,Aprovado
MG,URUCUIA,Aprovado
AM,URUCURITUBA,Não Cadastrado
RS,URUGUAIANA,Aprovado
CE,URUOCA,Aprovado
RO,URUPA,Não Cadastrado
SC,URUPEMA,Aprovado
SP,URUPES,Aprovado
SC,URUSSANGA,Aprovado
GO,URUTAI,Aprovado
BA,UTINGA,Aprovado
RS,VACARIA,Aprovado
MT,VALE DE SAO DOMINGOS,Não Cadastrado
RO,VALE DO ANARI,Não Cadastrado
RO,VALE DO PARAISO,Não Cadastrado
RS,VALE DO SOL,Aprovado
RS,VALE REAL,Não Cadastrado
RS,VALE VERDE,Aprovado
BA,VALENCA,Aprovado
RJ,VALENCA,Aprovado
PI,VALENCA DO PIAUI,Aprovado
BA,VALENTE,Aprovado
SP,VALENTIM GENTIL,Não Cadastrado
SP,VALINHOS,Aprovado
SP,VALPARAISO,Aprovado
GO,VALPARAISO DE GOIAS,Aprovado
RS,VANINI,Aprovado
SC,VARGEAO,Aprovado
SC,VARGEM,Aprovado
SP,VARGEM,Não Cadastrado
MG,VARGEM ALEGRE,Não Cadastrado
ES,VARGEM ALTA,Em Cadastro
SC,VARGEM BONITA,Aprovado
MG,VARGEM BONITA,Aprovado
MA,VARGEM GRANDE,Aprovado
MG,VARGEM GRANDE DO RIO PARDO,Rejeitado
SP,VARGEM GRANDE DO SUL,Aprovado
SP,VARGEM GRANDE PAULISTA,Não Cadastrado
MG,VARGINHA,Aprovado
GO,VARJAO,Não Cadastrado
MG,VARJAO DE MINAS,Aprovado
CE,VARJOTA,Aprovado
RJ,VARRE-SAI,Aprovado
PB,VARZEA,Aprovado
RN,VARZEA,Aprovado
CE,VARZEA ALEGRE,Aprovado
PI,VARZEA BRANCA,Aprovado
MG,VARZEA DA PALMA,Aprovado
BA,VARZEA DA ROCA,Aprovado
BA,VARZEA DO POCO,Aprovado
MT,VARZEA GRANDE,Aprovado
PI,VARZEA GRANDE,Não Cadastrado
BA,VARZEA NOVA,Aprovado
SP,VARZEA PAULISTA,Aprovado
BA,VARZEDO,Aprovado
MG,VARZELANDIA,Aprovado
RJ,VASSOURAS,Aprovado
MG,VAZANTE,Aprovado
RS,VENANCIO AIRES,Aprovado
ES,VENDA NOVA DO IMIGRANTE,Aprovado
RN,VENHA-VER,Aprovado
PR,VENTANIA,Aprovado
PE,VENTUROSA,Aprovado
MT,VERA,Não Cadastrado
RS,VERA CRUZ,Aprovado
BA,VERA CRUZ,Aprovado
SP,VERA CRUZ,Aprovado
RN,VERA CRUZ,Aprovado
PR,VERA CRUZ DO OESTE,Aprovado
PI,VERA MENDES,Aprovado
RS,VERANOPOLIS,Aprovado
PE,VERDEJANTE,Aprovado
MG,VERDELANDIA,Aprovado
PR,VERE,Aprovado
BA,VEREDA,Não Cadastrado
MG,VEREDINHA,Aprovado
MG,VERISSIMO,Aprovado
MG,VERMELHO NOVO,Aprovado
PE,VERTENTE DO LERIO,Aprovado
PE,VERTENTES,Aprovado
MG,VESPASIANO,Aprovado
RS,VESPASIANO CORREA,Não Cadastrado
RS,VIADUTOS,Em Cadastro
RS,VIAMAO,Aprovado
ES,VIANA,Aprovado
MA,VIANA,Não Cadastrado
GO,VIANOPOLIS,Em Cadastro
PE,VICENCIA,Aprovado
RS,VICENTE DUTRA,Aprovado
MS,VICENTINA,Não Cadastrado
GO,VICENTINOPOLIS,Não Cadastrado
AL,VICOSA,Aprovado
RN,VICOSA,Aprovado
MG,VICOSA,Aprovado
CE,VICOSA DO CEARA,Aprovado
RS,VICTOR GRAEFF,Aprovado
SC,VIDAL RAMOS,Aprovado
SC,VIDEIRA,Aprovado
MG,VIEIRAS,Aprovado
PB,VIEIROPOLIS,Aprovado
PA,VIGIA,Aprovado
MT,VILA BELA DA SANTISSIMA TRINDADE,Aprovado
GO,VILA BOA,Não Cadastrado
RN,VILA FLOR,Não Cadastrado
RS,VILA FLORES,Não Cadastrado
RS,VILA LANGARO,Aprovado
RS,VILA MARIA,Aprovado
PI,VILA NOVA DO PIAUI,Aprovado
RS,VILA NOVA DO SUL,Aprovado
MA,VILA NOVA DOS MARTIRIOS,Em Cadastro
ES,VILA PAVAO,Não Cadastrado
GO,VILA PROPICIO,Não Cadastrado
MT,VILA RICA,Aprovado
ES,VILA VALERIO,Aprovado
ES,VILA VELHA,Aprovado
RO,VILHENA,Aprovado
SP,VINHEDO,Aprovado
SP,VIRADOURO,Aprovado
MG,VIRGEM DA LAPA,Aprovado
MG,VIRGINIA,Aprovado
MG,VIRGINOPOLIS,Aprovado
MG,VIRGOLANDIA,Não Cadastrado
PR,VIRMOND,Aprovado
MG,VISCONDE DO RIO BRANCO,Aprovado
PA,VISEU,Aprovado
RS,VISTA ALEGRE,Aprovado
SP,VISTA ALEGRE DO ALTO,Aprovado
RS,VISTA ALEGRE DO PRATA,Aprovado
RS,VISTA GAUCHA,Aprovado
PB,VISTA SERRANA,Aprovado
SC,VITOR MEIRELES,Não Cadastrado
ES,VITORIA,Aprovado
SP,VITORIA BRASIL,Não Cadastrado
BA,VITORIA DA CONQUISTA,Aprovado
RS,VITORIA DAS MISSOES,Não Cadastrado
PE,VITORIA DE SANTO ANTAO,Aprovado
AP,VITORIA DO JARI,Aprovado
MA,VITORIA DO MEARIM,Aprovado
PA,VITORIA DO XINGU,Aprovado
PR,VITORINO,Não Cadastrado
MA,VITORINO FREIRE,Aprovado
MG,VOLTA GRANDE,Aprovado
RJ,VOLTA REDONDA,Aprovado
SP,VOTORANTIM,Aprovado
SP,VOTUPORANGA,Aprovado
BA,WAGNER,Aprovado
PI,WALL FERRAZ,Aprovado
TO,WANDERLANDIA,Não Cadastrado
BA,WANDERLEY,Não Cadastrado
MG,WENCESLAU BRAZ,Não Cadastrado
PR,WENCESLAU BRAZ,Aprovado
BA,WENCESLAU GUIMARAES,Aprovado
RS,WESTFALIA,Aprovado
SC,WITMARSUM,Aprovado
TO,XAMBIOA,Aprovado
PR,XAMBRE,Aprovado
RS,XANGRI-LA,Aprovado
SC,XANXERE,Aprovado
AC,XAPURI,Aprovado
SC,XAVANTINA,Aprovado
SC,XAXIM,Aprovado
PE,XEXEU,Aprovado
PA,XINGUARA,Aprovado
BA,XIQUE-XIQUE,Aprovado
PB,ZABELE,Aprovado
SP,ZACARIAS,Não Cadastrado
MA,ZE DOCA,Não Cadastrado
SC,ZORTEA,Aprovado
